Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verified,User Since,Location,Bio,Is Retweeted,Reply to User ID,Latitude,Longitude,Profile Image
10/14/2016 08:02:09,isyuseroblog,TIMY Basti Valderama,"Miriam Defensor Santiago dies: Kim Chiu, Heart Evangelista, Maine Mendoza &amp; more mourn the death of the ""Iron... https://t.co/EYT7YFfm58",786839495144595461,Facebook,749,116,0,0,No,03/04/2011 08:51:37,Philippines,"Only the hottest stuff...

mykiru.ph",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/771696493887500288/aNO1zgKt_normal.jpg"", ""View"")"
10/14/2016 08:20:21,milkyway1969,Michael AOL™,"Statement of Sen. Bongbong Marcos on the passing of Sen. Miriam Defensor Santiago 
#ALDUBAbangan #BBM4PDU30
https://t.co/oCVqPb34ub #BBM2016",786844075865485313,Twitter Web Client,3340,2373,0,0,No,07/05/2009 10:40:23,Republic of the Philippines,"BBM Nation United admin | Longtime EB viewer | Inevitable ALDUB Nation citizen | Tweet count updates | Best quotes FTs, QTs & RTs (CTTOs) | Follow Friday | TY",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786577269405822977/RVxilutd_normal.jpg"", ""View"")"
10/14/2016 08:12:25,uMarvinPollo,Marvin Pollo,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,786842081700360192,Twitter Web Client,36,345,530,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:12:17,uMarvinPollo,Marvin Pollo,RT @senmiriam: Senator Miriam Defensor Santiago died peacefully today at 8:52 a.m. Details of the interment will be announced later. (1/2),786842048682872832,Twitter Web Client,36,345,10632,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:10:35,uMarvinPollo,Marvin Pollo,"RT @senmiriam: MIRIAM TO ICU; THANKS SUPPORTERS:
https://t.co/xPCGB1UTrd

#MiriamFight https://t.co/d4ZRosDkwx",786841618926014466,Twitter Web Client,36,345,496,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:10:29,uMarvinPollo,Marvin Pollo,"RT @senmiriam: Thank you, @cnnphilippines for the pleasant interview! https://t.co/idL0XcXcAb https://t.co/lO3zswSZxT",786841593051385856,Twitter Web Client,36,345,2715,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:08:01,uMarvinPollo,Marvin Pollo,"RT @senmiriam: MIRIAM TO FINISH STRONG: https://t.co/mKzQQoJNHq

#MIRIAM2016 #MiriamUntilTheEnd https://t.co/Xs8WN2wMe5",786840972709638144,Twitter Web Client,36,345,1371,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:20:21,milkyway1969,Michael AOL™,"Statement of Sen. Bongbong Marcos on the passing of Sen. Miriam Defensor Santiago 
#ALDUBAbangan #BBM4PDU30
https://t.co/oCVqPb34ub #BBM2016",786844075865485313,Twitter Web Client,3340,2373,0,0,No,07/05/2009 10:40:23,Republic of the Philippines,"BBM Nation United admin | Longtime EB viewer | Inevitable ALDUB Nation citizen | Tweet count updates | Best quotes FTs, QTs & RTs (CTTOs) | Follow Friday | TY",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786577269405822977/RVxilutd_normal.jpg"", ""View"")"
10/14/2016 08:12:25,uMarvinPollo,Marvin Pollo,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,786842081700360192,Twitter Web Client,36,345,530,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:12:17,uMarvinPollo,Marvin Pollo,RT @senmiriam: Senator Miriam Defensor Santiago died peacefully today at 8:52 a.m. Details of the interment will be announced later. (1/2),786842048682872832,Twitter Web Client,36,345,10632,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:10:35,uMarvinPollo,Marvin Pollo,"RT @senmiriam: MIRIAM TO ICU; THANKS SUPPORTERS:
https://t.co/xPCGB1UTrd

#MiriamFight https://t.co/d4ZRosDkwx",786841618926014466,Twitter Web Client,36,345,496,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:10:29,uMarvinPollo,Marvin Pollo,"RT @senmiriam: Thank you, @cnnphilippines for the pleasant interview! https://t.co/idL0XcXcAb https://t.co/lO3zswSZxT",786841593051385856,Twitter Web Client,36,345,2715,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:20:21,milkyway1969,Michael AOL™,"Statement of Sen. Bongbong Marcos on the passing of Sen. Miriam Defensor Santiago 
#ALDUBAbangan #BBM4PDU30
https://t.co/oCVqPb34ub #BBM2016",786844075865485313,Twitter Web Client,3340,2373,0,0,No,07/05/2009 10:40:23,Republic of the Philippines,"BBM Nation United admin | Longtime EB viewer | Inevitable ALDUB Nation citizen | Tweet count updates | Best quotes FTs, QTs & RTs (CTTOs) | Follow Friday | TY",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786577269405822977/RVxilutd_normal.jpg"", ""View"")"
10/14/2016 08:12:25,uMarvinPollo,Marvin Pollo,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,786842081700360192,Twitter Web Client,36,345,530,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:12:17,uMarvinPollo,Marvin Pollo,RT @senmiriam: Senator Miriam Defensor Santiago died peacefully today at 8:52 a.m. Details of the interment will be announced later. (1/2),786842048682872832,Twitter Web Client,36,345,10632,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:10:35,uMarvinPollo,Marvin Pollo,"RT @senmiriam: MIRIAM TO ICU; THANKS SUPPORTERS:
https://t.co/xPCGB1UTrd

#MiriamFight https://t.co/d4ZRosDkwx",786841618926014466,Twitter Web Client,36,345,496,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:20:21,milkyway1969,Michael AOL™,"Statement of Sen. Bongbong Marcos on the passing of Sen. Miriam Defensor Santiago 
#ALDUBAbangan #BBM4PDU30
https://t.co/oCVqPb34ub #BBM2016",786844075865485313,Twitter Web Client,3340,2373,0,0,No,07/05/2009 10:40:23,Republic of the Philippines,"BBM Nation United admin | Longtime EB viewer | Inevitable ALDUB Nation citizen | Tweet count updates | Best quotes FTs, QTs & RTs (CTTOs) | Follow Friday | TY",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786577269405822977/RVxilutd_normal.jpg"", ""View"")"
10/14/2016 08:12:25,uMarvinPollo,Marvin Pollo,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,786842081700360192,Twitter Web Client,36,345,530,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 08:12:17,uMarvinPollo,Marvin Pollo,RT @senmiriam: Senator Miriam Defensor Santiago died peacefully today at 8:52 a.m. Details of the interment will be announced later. (1/2),786842048682872832,Twitter Web Client,36,345,10632,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 09:09:26,Catlyn_Cimatu,CATHalyst,Be a Miriam Defensor-Santiago in this country full of Leila De Lima.,786856429936193536,Twitter for iPhone,14,61,0,0,No,05/27/2015 14:24:30,La Trinidad | Beng | PH,YOLO. Live life to the fullest. 🇵🇭,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779147933941837824/78FsYdDc_normal.jpg"", ""View"")"
10/14/2016 08:20:21,milkyway1969,Michael AOL™,"Statement of Sen. Bongbong Marcos on the passing of Sen. Miriam Defensor Santiago 
#ALDUBAbangan #BBM4PDU30
https://t.co/oCVqPb34ub #BBM2016",786844075865485313,Twitter Web Client,3340,2373,0,0,No,07/05/2009 10:40:23,Republic of the Philippines,"BBM Nation United admin | Longtime EB viewer | Inevitable ALDUB Nation citizen | Tweet count updates | Best quotes FTs, QTs & RTs (CTTOs) | Follow Friday | TY",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786577269405822977/RVxilutd_normal.jpg"", ""View"")"
10/14/2016 08:12:25,uMarvinPollo,Marvin Pollo,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,786842081700360192,Twitter Web Client,36,345,530,0,No,06/10/2016 12:37:56,Davao Region,"Representing, the 3rd account of Marvin Pollo, the latest updates you dare to know is here and very excitable. Sun in Pisces with Mercury in Aries is here!!!",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786845289625690112/BcoApPys_normal.jpg"", ""View"")"
10/14/2016 09:09:26,Catlyn_Cimatu,CATHalyst,Be a Miriam Defensor-Santiago in this country full of Leila De Lima.,786856429936193536,Twitter for iPhone,14,62,0,0,No,05/27/2015 14:24:30,La Trinidad | Beng | PH,YOLO. Live life to the fullest. 🇵🇭,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779147933941837824/78FsYdDc_normal.jpg"", ""View"")"
10/14/2016 08:20:21,milkyway1969,Michael AOL™,"Statement of Sen. Bongbong Marcos on the passing of Sen. Miriam Defensor Santiago 
#ALDUBAbangan #BBM4PDU30
https://t.co/oCVqPb34ub #BBM2016",786844075865485313,Twitter Web Client,3340,2373,0,0,No,07/05/2009 10:40:23,Republic of the Philippines,"BBM Nation United admin | Longtime EB viewer | Inevitable ALDUB Nation citizen | Tweet count updates | Best quotes FTs, QTs & RTs (CTTOs) | Follow Friday | TY",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786577269405822977/RVxilutd_normal.jpg"", ""View"")"
10/14/2016 09:26:50,BBMCabanatuan,BBM Cabanatuan,RT @bongbongmarcos: Our thoughts &amp; prayers to the family of Sen. Miriam Defensor Santiago https://t.co/7BPMj9TG9X RT #RIPMiriam https://t.c…,786860808797954048,Twitter for Android,293,37,454,0,No,02/24/2015 01:49:19,Cabanatuan City,#Youth4BBM - #TayoAngBukas - #Fight4BBM,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/772007153229967360/rBK2ap0C_normal.jpg"", ""View"")"
10/14/2016 09:26:40,BBMCabanatuan,BBM Cabanatuan,RT @cnnphilippines: Bongbong Marcos remembers his former running mate Miriam Defensor-Santiago https://t.co/V09Zb6tKlf https://t.co/oNnnPZT…,786860764522917888,Twitter for Android,293,37,129,0,No,02/24/2015 01:49:19,Cabanatuan City,#Youth4BBM - #TayoAngBukas - #Fight4BBM,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/772007153229967360/rBK2ap0C_normal.jpg"", ""View"")"
10/14/2016 09:09:26,Catlyn_Cimatu,CATHalyst,Be a Miriam Defensor-Santiago in this country full of Leila De Lima.,786856429936193536,Twitter for iPhone,14,62,0,0,No,05/27/2015 14:24:30,La Trinidad | Beng | PH,YOLO. Live life to the fullest. 🇵🇭,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779147933941837824/78FsYdDc_normal.jpg"", ""View"")"
10/14/2016 09:26:50,BBMCabanatuan,BBM Cabanatuan,RT @bongbongmarcos: Our thoughts &amp; prayers to the family of Sen. Miriam Defensor Santiago https://t.co/7BPMj9TG9X RT #RIPMiriam https://t.c…,786860808797954048,Twitter for Android,293,37,454,0,No,02/24/2015 01:49:19,Cabanatuan City,#Youth4BBM - #TayoAngBukas - #Fight4BBM,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/772007153229967360/rBK2ap0C_normal.jpg"", ""View"")"
10/14/2016 09:26:40,BBMCabanatuan,BBM Cabanatuan,RT @cnnphilippines: Bongbong Marcos remembers his former running mate Miriam Defensor-Santiago https://t.co/V09Zb6tKlf https://t.co/oNnnPZT…,786860764522917888,Twitter for Android,293,37,129,0,No,02/24/2015 01:49:19,Cabanatuan City,#Youth4BBM - #TayoAngBukas - #Fight4BBM,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/772007153229967360/rBK2ap0C_normal.jpg"", ""View"")"
10/14/2016 09:26:50,BBMCabanatuan,BBM Cabanatuan,RT @bongbongmarcos: Our thoughts &amp; prayers to the family of Sen. Miriam Defensor Santiago https://t.co/7BPMj9TG9X RT #RIPMiriam https://t.c…,786860808797954048,Twitter for Android,293,37,454,0,No,02/24/2015 01:49:19,Cabanatuan City,#Youth4BBM - #TayoAngBukas - #Fight4BBM,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/772007153229967360/rBK2ap0C_normal.jpg"", ""View"")"
10/14/2016 10:20:47,dell_ramirez,Rudell Ramirez,"Salamat kay Lord. 
Salamat sa UP Alpha Sigma
Salamat sa'yo Sen. Miriam Defensor Santiago
Salamat… https://t.co/IyMscu7yls",786874386389225472,Instagram,1494,445,0,0,No,05/23/2011 06:27:32,Quezon City,Makatang Sawi. Mangmang na Guro. Manunulat.Mang-Aawit,No,,14.65486111,121.06446944,"=HYPERLINK(""http://pbs.twimg.com/profile_images/703480189150363648/YcUgL4XT_normal.jpg"", ""View"")"
10/14/2016 10:55:26,AnnePagayon,Anne_nenong,"Nakaka AWA ka po senator ! Huwag mo siyang gayahin dahil NAG IISA ang Madam Miriam Defensor Santiago. 

#PoorLDL",786883105478946816,Twitter for Android,42,337,0,0,No,01/18/2015 21:27:10,"Candelaria, Calabarzon","makulit, sobrang kulit/ abnormal/ mapagmahal/ singer sa banyo/ dancer sa kwarto(hiphop)/ Clumsy/",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784632868874162178/LHkPtZTM_normal.jpg"", ""View"")"
10/14/2016 12:03:32,EMLGRNDE,Emiel Jefferson,RT @senmiriam: Senator Miriam Defensor Santiago died peacefully today at 8:52 a.m. Details of the interment will be announced later. (1/2),786900241584758784,Twitter for Android,65,389,10633,0,No,08/30/2016 06:14:12,Honeymoon Ave.,I give zero fucks and I got zero chillin me!,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786440323111104512/IC8BvihL_normal.jpg"", ""View"")"
10/14/2016 12:24:49,johncarlosdomi5,john carlos domingo,@jovefrancisco miriam defensor santiago noon #DEPBhumibolAdulyadej ngayon,786905598474366976,Mobile Web (M2),5,41,0,1,No,09/24/2016 11:47:23,National Capital Region,im a child with autism,No,25466651,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779654780494884864/ytxWw0kP_normal.jpg"", ""View"")"
10/14/2016 13:07:47,jerichocarrillo,Jericho Carrillo,"Be a Miriam Defensor-Santiago in this World full of Leila De Lima... 

#smh https://t.co/aS3Krfakg6",786916410844848128,Facebook,107,258,0,0,No,08/06/2009 12:28:26,Mandaluyong,check my facebook. :),No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/3024532125/6d04e377063e3c3b5f6b9297343ac04c_normal.jpeg"", ""View"")"
10/14/2016 13:45:37,KenKrg,Ken,"Ang homework ay parang panliligaw. Sa bahay dapat ginagawa, hindi sa paaralan.

- Sen. Miriam Defensor Santiago, Stupid Is Forever",786925933928157185,Twitter for Android,219,486,0,0,No,11/26/2013 10:59:13,,Pragmatic maneuvering. No to racism. Instagram: @kengainn EMBRACE YOUR WEIRDNESS!!!,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784396374993346560/38XN16H7_normal.jpg"", ""View"")"
10/14/2016 13:43:54,bryanbraganza11,Mark Braganza,RIP Sen. Miriam Defensor Santiago . 󾍀󾌺󾌹 The best president we never had . 󾍀󾌹,786925500128235520,Facebook,35,110,0,0,No,01/02/2014 14:51:35,Pagadian City,12-10-1997,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/510812877406482432/JWf5VUaB_normal.jpeg"", ""View"")"
10/14/2016 13:45:37,KenKrg,Ken,"Ang homework ay parang panliligaw. Sa bahay dapat ginagawa, hindi sa paaralan.

- Sen. Miriam Defensor Santiago, Stupid Is Forever",786925933928157185,Twitter for Android,219,486,0,0,No,11/26/2013 10:59:13,,Pragmatic maneuvering. No to racism. Instagram: @kengainn EMBRACE YOUR WEIRDNESS!!!,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784396374993346560/38XN16H7_normal.jpg"", ""View"")"
10/14/2016 14:05:06,kalamolangYON,dansen ramos,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,786930834917830658,Twitter for Android,82,97,533,0,No,02/25/2014 11:54:32,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/438282296966144001/LCnPBrTJ_normal.jpeg"", ""View"")"
10/14/2016 14:19:19,milkyway1969,Michael AOL™,"RT @milkyway1969: Statement of Sen. Bongbong Marcos on the passing of Sen. Miriam Defensor Santiago 
#ALDUBAbangan #BBM4PDU30
https://t.co/…",786934413871292416,Twitter Web Client,3341,2373,1,0,No,07/05/2009 10:40:23,Republic of the Philippines,"BBM Nation United admin | Longtime EB viewer | Inevitable ALDUB Nation citizen | Tweet count updates | Best quotes FTs, QTs & RTs (CTTOs) | Follow Friday | TY",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786577269405822977/RVxilutd_normal.jpg"", ""View"")"
10/14/2016 14:17:33,ja9austria,ne,"RT @MarJiuana38: ""What is the purpose of life? The meaning is not for you to find but for you to define."" - Miriam Defensor Santiago #RIPMi…",786933970709602304,Twitter for Android,608,809,2,0,No,02/23/2015 08:34:55,Galaxy,"RPm, RP in the making • EXO's",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786556898384289792/gmJiZhNh_normal.jpg"", ""View"")"
10/14/2016 14:19:19,milkyway1969,Michael AOL™,"RT @milkyway1969: Statement of Sen. Bongbong Marcos on the passing of Sen. Miriam Defensor Santiago 
#ALDUBAbangan #BBM4PDU30
https://t.co/…",786934413871292416,Twitter Web Client,3341,2373,1,0,No,07/05/2009 10:40:23,Republic of the Philippines,"BBM Nation United admin | Longtime EB viewer | Inevitable ALDUB Nation citizen | Tweet count updates | Best quotes FTs, QTs & RTs (CTTOs) | Follow Friday | TY",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786577269405822977/RVxilutd_normal.jpg"", ""View"")"
10/14/2016 15:04:21,eliangelgarcia,Eli,"RT @senatePH: SENATE PAYS TRIBUTE TO SEN. MIRIAM DEFENSOR-SANTIAGO: Senate President Aquilino ""Koko"" Pimentel III (2nd from... https://t.co…",786945746276720640,Twitter for iPad,117,108,6,0,No,07/25/2009 11:36:11,Baguio City,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/564698999836254208/sLRu4KxW_normal.jpeg"", ""View"")"
10/14/2016 20:41:56,warriorlien,APrincesofdKing.,"DELIMA ON campus tour trying hard to be another Miriam Defensor-Santiago.""  toinkz!!, ,si MDS wala banana issue Delima kaya makunsensya ka..",787030704748109824,Twitter Web Client,163,660,0,0,No,08/26/2014 12:34:53,,"A GOD SERVANT,MOTHER WHO DOES GYM AND A NATURE LOVER, LOVE COSTA COFFEE,, FILIPINO, FIGHTER FOR GOOD CAUSE FOR THE NEXT GENERATION...",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/772287105686908928/zWBW_MuY_normal.jpg"", ""View"")"
10/14/2016 21:20:49,warriorlien,APrincesofdKing.,"Delima campus tour trying hard to be another Miriam Defensor-Santiago."" https://t.co/S2X2ZUQdoY",787040486309629952,Twitter Web Client,163,661,0,0,No,08/26/2014 12:34:53,,"A GOD SERVANT,MOTHER WHO DOES GYM AND A NATURE LOVER, LOVE COSTA COFFEE,, FILIPINO, FIGHTER FOR GOOD CAUSE FOR THE NEXT GENERATION...",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/772287105686908928/zWBW_MuY_normal.jpg"", ""View"")"
10/14/2016 23:54:09,jabberwacky_,Albert Bautista,"If you're tired watching Duterte's trash-like speeches, try Barack Obama, Justin Trudeau, Margaret Thatcher and Miriam Defensor-Santiago.",787079077383450625,Twitter for Android,901,277,0,0,No,06/28/2010 02:33:27,"Manila City, National Capital ","Leo-Virgo Cusp. Novice Tarot Card Reader. Prodigal Son. Black Sheep. Inked. Pierced. Perfectionist. I speak four language: English, Tagalog, Cuss, Sarcasm.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/763284770256064512/xVhtg4Gz_normal.jpg"", ""View"")"
10/15/2016 00:37:31,JoieLao,Joie Lao Defensor,"RT @jabberwacky_: If you're tired watching Duterte's trash-like speeches, try Barack Obama, Justin Trudeau, Margaret Thatcher and Miriam De…",787089987212718080,Twitter for Android,76,250,1,0,No,06/05/2010 10:59:20,,"If beauty were time, you'd be eternity. ♥ 류조이 
Chinese mother, Japanese father, Korean daughter.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/453353570515968000/OrKQ_TuI_normal.jpeg"", ""View"")"
10/15/2016 06:23:15,maichardtswift,Maine MenDYOSA🎇,"📷 Miriam Palma Defensor Santiago (15 June 1945- 29 September 2016), informally known by her initials... https://t.co/IV3XmoN0Wj",787176996820377600,Tumblr,703,1409,0,0,No,04/14/2014 10:18:24,J E S U S ❤,▪ swift ▪ mendoza ▪ faulkerson ▪ gatip ▪UPHSL student ▪,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786229965243068416/p8T4ZSpz_normal.jpg"", ""View"")"
10/15/2016 06:20:38,cynthiajulienne,cheencheen,Lord can u just take donald trump and bring back miriam defensor santiago haha,787176337366626304,Twitter for iPad,147,146,1,1,No,08/23/2015 13:22:30,☁️,"sometimes when i close my eyes, i can't see",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779876849140666368/eqHjL9VU_normal.jpg"", ""View"")"
10/15/2016 06:23:15,maichardtswift,Maine MenDYOSA🎇,"📷 Miriam Palma Defensor Santiago (15 June 1945- 29 September 2016), informally known by her initials... https://t.co/IV3XmoN0Wj",787176996820377600,Tumblr,703,1409,0,0,No,04/14/2014 10:18:24,J E S U S ❤,▪ swift ▪ mendoza ▪ faulkerson ▪ gatip ▪UPHSL student ▪,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786229965243068416/p8T4ZSpz_normal.jpg"", ""View"")"
10/15/2016 07:12:10,maichardtswift,Maine MenDYOSA🎇,"📷 MANILA – Senator Miriam Defensor Santiago recently launched her humor book “Stupid Is Forever,” which... https://t.co/Rmf5RnYEpw",787189307568160768,Tumblr,703,1409,0,0,No,04/14/2014 10:18:24,J E S U S ❤,▪ swift ▪ mendoza ▪ faulkerson ▪ gatip ▪UPHSL student ▪,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786229965243068416/p8T4ZSpz_normal.jpg"", ""View"")"
10/15/2016 07:28:17,maichardtswift,Maine MenDYOSA🎇,"📷 Senator. Miriam Defensor Santiago Dies Santiago “peacefully” died at 8:52 a.m., according to the... https://t.co/Bf6LzgX18H",787193363946696704,Tumblr,703,1409,0,0,No,04/14/2014 10:18:24,J E S U S ❤,▪ swift ▪ mendoza ▪ faulkerson ▪ gatip ▪UPHSL student ▪,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786229965243068416/p8T4ZSpz_normal.jpg"", ""View"")"
10/15/2016 11:14:04,rizasicatriver1,Riza Rivera,"RT @gmanews: JUST IN: Former Sen. @senmiriam Santiago, 71, died Thursday morning, her husband Atty. Jun Santiago said. https://t.co/11sQZZP…",787250181687222275,Twitter for Android,10,88,2218,0,No,06/23/2016 09:12:59,"Mabalacat, Central Luzon",ALDUB FOREVER,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/746306897112752130/hVfKxg7z_normal.jpg"", ""View"")"
10/15/2016 13:33:41,maichardtswift,Maine MenDYOSA🎇,https://t.co/YP9Ni7HFC5,787285316407136256,Twitter for Android,705,1409,0,0,No,04/14/2014 10:18:24,J E S U S ❤,▪ swift ▪ mendoza ▪ faulkerson ▪ gatip ▪UPHSL student ▪,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786229965243068416/p8T4ZSpz_normal.jpg"", ""View"")"
10/15/2016 15:27:38,bamamintao,Bam⚠,"RT @philodoxed: ""Magkaiba ang malakas ang loob sa makapal ang mukha.""
- Sen. Miriam Defensor-Santiago.
 you will be missed 😢💔",787313995120115712,Twitter for Windows,63,72,152,0,No,05/13/2016 22:48:25,ig: @bamamintao,an old soul. coffee x books x music,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/745850912581783553/Te0kB3PT_normal.jpg"", ""View"")"
