Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verified,User Since,Location,Bio,Is Retweeted,Reply to User ID,Latitude,Longitude,Profile Image,Google Maps
10/25/2016 15:39:20,aamdsif,AA&MDSIF,RT @Celgene: A5: #MDS Alliance announced a new campaign today aimed at providing patients the resources they need #HemChat,790940818999652352,Twitter Web Client,987,875,1,0,No,03/17/2011 21:19:27,"Rockville, Maryland","Aplastic Anemia and MDS Int'l Found is dedicated to supporting patients & families with #aplastic anemia, #MDS, #PNH, and related bone marrow failure diseases",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/710849175697526784/qutwvv16_normal.jpg"", ""View"")",
10/25/2016 15:38:02,Celgene,Celgene Corporation,A5: #MDS Alliance announced a new campaign today aimed at providing patients the resources they need #HemChat,790940488593502208,Sprinklr,11559,1074,1,2,Yes,06/28/2011 11:51:35,"Summit, NJ",Global biopharmaceutical company. Committed to improving the lives of patients worldwide. Review our guidelines: https://t.co/69lIBtrGzp,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/533276431296393216/2XNEOZpc_normal.jpeg"", ""View"")",
10/25/2016 15:36:38,smcclaine2,Susannah McClaine,RT @AbdulSwanger: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/fqaZvi9AK4,790940139883204608,Twitter Web Client,545,356,11,0,No,07/12/2016 01:03:00,,"Manufacturing, operations",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779504744477974528/OmP5Ll3B_normal.jpg"", ""View"")",
10/25/2016 15:31:49,tindo52,cindy anthony,RT @Celgene: A4: #MDS nurses can check out these resources for patients to stay on track https://t.co/9tRQFPEM0x  #HemChat,790938925825228800,Twitter for Android,39,126,2,0,No,10/16/2011 14:22:22,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/652230758048903168/58PhlkgR_normal.jpg"", ""View"")",
10/25/2016 15:31:26,AAMAC1989,AMMAC,RT @Celgene: A4: #MDS nurses can check out these resources for patients to stay on track https://t.co/9tRQFPEM0x  #HemChat,790938830027296768,Twitter Web Client,56,84,2,0,No,10/07/2015 16:32:41,"Richmond Hill, Ontario",Aplastic Anemia & Myelodysplasia Association of Canada (AAMAC) is a non-profit organization that provides support Canadians with bone marrow failure,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/651799054809088001/PMBG8AGo_normal.jpg"", ""View"")",
10/25/2016 15:31:04,JiveLocal,Jive Local,"RT @HeretoHelpMDS: I am what I am, find your local #MDS support group via https://t.co/QQXseFIArN #heretohelpmds #MDSAlliance #WorldAwarene…",790938736582361088,JiveLocal,7240,3153,3,0,No,11/25/2013 12:11:32,UK,"Local markets, events, shops; local buy, sell, swap or give-away, at #JiveMap, we love everything local! Download free app: https://t.co/NDJReqrUdA",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/727818011609059328/VFuU07gH_normal.jpg"", ""View"")",
10/25/2016 15:30:31,Celgene,Celgene Corporation,A4: #MDS nurses can check out these resources for patients to stay on track https://t.co/9tRQFPEM0x  #HemChat,790938598786928640,Sprinklr,11559,1074,2,2,Yes,06/28/2011 11:51:35,"Summit, NJ",Global biopharmaceutical company. Committed to improving the lives of patients worldwide. Review our guidelines: https://t.co/69lIBtrGzp,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/533276431296393216/2XNEOZpc_normal.jpeg"", ""View"")",
10/25/2016 15:30:01,ClinicalBriefs,Holden Caulfield PhD,Study funded in part by @AAMAC1989 suggest potential for Vidaza in children with #MDS. https://t.co/ppW26Pvdzu World MDS Awareness Day,790938474811650048,TweetDeck,75,480,0,0,No,10/07/2015 03:35:00,,"Editor @ClinicalBriefs: Medical insights, simplified™  (link👇)  Follow for news on healthcare research and policy. Opinions are my own.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779016881428688897/TFyQGGxg_normal.jpg"", ""View"")",
10/25/2016 15:26:33,gemlhurley,Gemma Hurley,RT @HeretoHelpMDS: UK #MDS flash mob #heretohelpmds #WorldAwarenessDay @MDS_UK @PHASEII_Int https://t.co/S10QKzsVVd,790937601742102528,Twitter for iPhone,79,310,5,0,No,08/08/2011 21:05:26,"London, UK",,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1485383612/image_normal.jpg"", ""View"")",
10/25/2016 15:25:41,gemlhurley,Gemma Hurley,RT @HeretoHelpMDS: I am strong #heretohelpmds #MDS #flashmob #london #blood #WorldAwarenessDay https://t.co/ozu6JjWGs2,790937381415288832,Twitter for iPhone,79,310,6,0,No,08/08/2011 21:05:26,"London, UK",,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1485383612/image_normal.jpg"", ""View"")",
10/25/2016 15:25:36,gemlhurley,Gemma Hurley,"RT @HeretoHelpMDS: I am what I am, find your local #MDS support group via https://t.co/QQXseFIArN #heretohelpmds #MDSAlliance #WorldAwarene…",790937362452938753,Twitter for iPhone,79,310,3,0,No,08/08/2011 21:05:26,"London, UK",,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1485383612/image_normal.jpg"", ""View"")",
10/25/2016 15:24:17,HeresToYouMrsR,Sandra,RT @HeretoHelpMDS: I am strong #heretohelpmds #MDS #flashmob #london #blood #WorldAwarenessDay https://t.co/ozu6JjWGs2,790937030721175552,Twitter Web Client,35,81,6,0,No,04/13/2010 19:46:36,Toronto,"mother of three chickens and a dog , hockey lover, scooter rider, motorcycle rider/lover, secretary and so full of love and  much more",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1247309213/157015_10150340610135725_897065724_16517475_8017185_n_normal.jpg"", ""View"")",
10/25/2016 15:22:56,Celgene,Celgene Corporation,A3: MDS #nurses can find more on supportive care measures for patients with #MDS here: https://t.co/FNozhfMZS2 #HemChat,790936689602682881,Sprinklr,11559,1074,0,2,Yes,06/28/2011 11:51:35,"Summit, NJ",Global biopharmaceutical company. Committed to improving the lives of patients worldwide. Review our guidelines: https://t.co/69lIBtrGzp,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/533276431296393216/2XNEOZpc_normal.jpeg"", ""View"")",
10/25/2016 15:22:19,tindo52,cindy anthony,RT @Celgene: Q2: Knowing what to look for can save lives. What symptoms should others watch for w/ #MDS? #MDSWorldAwarenessDay #HemChat,790936535558389760,Twitter for Android,39,126,2,0,No,10/16/2011 14:22:22,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/652230758048903168/58PhlkgR_normal.jpg"", ""View"")",
10/25/2016 15:21:21,edendunn6,Eden Dunn,RT @77Hilbert: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/GU8Pzyuc0V,790936289788977152,Twitter Web Client,558,351,5,0,No,07/12/2016 13:28:49,,Technology,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779506949016657921/H61lgcIf_normal.jpg"", ""View"")",
10/25/2016 15:21:01,MDSFoundation,"MDS Foundation, Inc.","RT @Celgene: A2: Weight loss, fever, and loss of appetite are a few symptoms of #MDS. See more here: https://t.co/hZxoTFvlmH #HemChat",790936208142577665,Twitter Web Client,949,554,3,0,No,04/09/2009 00:45:25,"New Jersey, USA","Myelodysplastic Syndromes Non-Profit Foundation, a rare blood cancer. #stoptheMaDnesS",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/790895282322022400/Go5r5lIe_normal.jpg"", ""View"")",
10/25/2016 17:04:37,CornellLeukemia,Cornell Leukemia,RT @nyphospital: Dr. Gail Roboz #NYPs renowned expert in research &amp; treatment of #MDS explains the condition #MDSworldawarenessday https://…,790962277822369793,Twitter for iPhone,337,85,2,0,No,05/24/2011 16:26:57,"New York, NY","The Leukemia and Bone Marrow Failure Program at Weill Cornell Medicine offers a comprehensive approach to acute and chronic leukemias, MPDs and MDS.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/654758126244106241/WggEwsih_normal.jpg"", ""View"")",
10/25/2016 16:58:27,MeyerCancer,Meyer Cancer Center,RT @nyphospital: Dr. Gail Roboz #NYPs renowned expert in research &amp; treatment of #MDS explains the condition #MDSworldawarenessday https://…,790960727213342721,Hootsuite,1036,1136,2,0,No,02/10/2015 22:47:37,"New York, NY",Sandra and Edward Meyer Cancer Center @WeillCornell in affiliation with @NYPhospital,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/692801189956698119/GfBgA5db_normal.jpg"", ""View"")",
10/25/2016 16:51:41,michelerhee,Michele Rhee,RT @TakedaOncology: October 25 is #MDS World Awareness Day. According to @MDSFoundation ~60k ppl in US live w/ MDS + data estimates prevale…,790959023386419204,Twitter Web Client,763,249,4,0,No,04/15/2009 06:01:33,,#PatientAdvocate | #RareDisease & #AYA cancer / #AYACSM survivor | Board of @CostsOfCare | Overall enthusiastic person! | Tweets are my own.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/378800000642170572/e809df7ca6251894c41193868db683d5_normal.jpeg"", ""View"")",
10/25/2016 16:50:19,inalekseeva4823,Инга Алексеева,RT @LocklearTonia: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/MTiq3QbdXi,790958679688380420,Twitter Web Client,552,350,9,0,No,07/27/2016 23:17:01,USA,"Accounting, finance",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779516695119536128/Si8ISCr4_normal.jpg"", ""View"")",
10/25/2016 16:41:53,DagmarGreenlee,Greenlee Dagmar,RT @AbdulSwanger: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/fqaZvi9AK4,790956556770799616,Twitter Web Client,547,361,11,0,No,07/12/2016 11:02:03,,Real,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779497078221377536/Er1DM4vX_normal.jpg"", ""View"")",
10/25/2016 16:32:48,Tip_Lina780,Lina,RT @AbdulSwanger: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/fqaZvi9AK4,790954272229691396,Twitter Web Client,459,237,11,0,No,02/20/2016 17:59:36,USA,"Banking, mortgage",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779508429215772672/pAoIbpJh_normal.jpg"", ""View"")",
10/25/2016 16:25:56,RNsights,RNsights,"Are #NPs &amp; #PAs More Like MDs or RNs? Answer: neither. Don’t lump NPs/PAs with #RNs or #MDs, #pharma marketers. https://t.co/gZk5wsX7kN",790952545069957120,Twitter Web Client,158,23,0,0,No,01/04/2011 19:05:24,,"RNsights is a professional online social network for nurses changing the way nurses share insights, resolve issues and influence the industries serving them.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1629165848/Picture10_normal.jpg"", ""View"")",
10/25/2016 16:24:58,LeechRory,Rory Leech,RT @85Jodi: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/81xpFb59Bp,790952302840512512,Twitter Web Client,562,351,4,0,No,07/12/2016 02:40:43,,Telecommunications,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779525159376056320/1ABLBGaP_normal.jpg"", ""View"")",
10/25/2016 16:21:21,Threadneedles,Threadneedles Hotel,RT @Katiemiau: Starting my day at the lovely @Threadneedles #travelbrilliantly #mdseurope #mds https://t.co/XVs32P5aYV,790951389920915456,Twitter Web Client,2420,949,1,0,No,01/14/2010 17:22:20,London,Threadneedles is a five-star boutique hotel in The City of London.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/686598852875554817/VdkRRtx8_normal.jpg"", ""View"")",
10/25/2016 16:12:13,lamarshall,A Life of Health,"Why are healthcare costs going up? Maybe these reasons: Pharma lobbying
https://t.co/nQBOSuxSsE

#MDs et al https://t.co/U6VRMGSQTc",790949092365103104,Twitter for iPhone,875,1782,0,0,No,05/03/2008 19:41:21,"Chapel Hill, NC","Health communication scholar, former journalist and health care PR exec. Unabashed liberal because I study how social policies can benefit all of us.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/752257152128061440/m-FD7xfL_normal.jpg"", ""View"")",
10/25/2016 16:00:25,Aliccia_helena,Sra. Amaral 🌸,"- Que soninho..
#MDS .. 😕",790946122428710912,Twitter for Android,98,83,0,0,No,03/15/2016 01:01:59,,- Lucas Amaral ♡,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/788881288228995072/PSQ1A0XL_normal.jpg"", ""View"")",
10/25/2016 15:59:36,1996_marks,Germaine Marks,RT @LocklearTonia: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/MTiq3QbdXi,790945916371042307,Twitter Web Client,555,326,9,0,No,07/12/2016 01:14:11,,Legal,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779503872222035968/-g30OCq3_normal.jpg"", ""View"")",
10/25/2016 15:54:40,TomlinsonLyndon,Tomlinson Lyndon,RT @LocklearTonia: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/MTiq3QbdXi,790944677210054656,Twitter Web Client,591,267,9,0,No,07/12/2016 14:59:49,,Technology,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779489535994494976/RPGT5nMt_normal.jpg"", ""View"")",
10/25/2016 15:50:23,dazhuravleva972,Дарья Журавлева,RT @AbdulSwanger: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/fqaZvi9AK4,790943598992842752,Twitter Web Client,510,313,11,0,No,07/28/2016 00:33:00,USA,Consulting,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779486997438164992/Svm2-k04_normal.jpg"", ""View"")",
10/25/2016 15:49:00,Celgene,Celgene Corporation,A6: We encourage you to help others by sharing your success stories! #HemChat  #MDS,790943250785927168,Sprinklr,11559,1074,0,1,Yes,06/28/2011 11:51:35,"Summit, NJ",Global biopharmaceutical company. Committed to improving the lives of patients worldwide. Review our guidelines: https://t.co/69lIBtrGzp,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/533276431296393216/2XNEOZpc_normal.jpeg"", ""View"")",
10/25/2016 15:47:57,nyphospital,NewYork-Presbyterian,Dr. Gail Roboz #NYPs renowned expert in research &amp; treatment of #MDS explains the condition #MDSworldawarenessday https://t.co/eyWxLycHIk,790942986259562500,Twitter Web Client,27929,3047,2,1,Yes,06/07/2011 19:08:20,"New York, NY",New York Presbyterian Hospital’s official Twitter account. #1 in New York and #6 in the nation on @USNews #BestHospitals.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/3379394569/7c9e901a54c7c118d1e7ff0e79c6a8cc_normal.jpeg"", ""View"")",
10/25/2016 15:46:43,KuhleBergit,"MDS-PAT-IG, Germany",RT @HeretoHelpMDS: I am strong #heretohelpmds #MDS #flashmob #london #blood #WorldAwarenessDay https://t.co/ozu6JjWGs2,790942675746885632,Twitter for Android,66,87,6,0,No,07/01/2014 09:09:00,Germany,Bergit Kuhle advocating Myelodysplastic Syndroms #MDSpatients #blog4blood #mdsbloodcancer #mdsworldawarenessday #mdsalliance #heretohelpmds,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/486034990573309952/E0NI-oGk_normal.jpeg"", ""View"")",
10/25/2016 15:41:07,FryeMarcos,Frye Marcos,RT @AbdulSwanger: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/fqaZvi9AK4,790941268293681152,Twitter Web Client,563,374,11,0,No,07/12/2016 05:11:46,,Management,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779495685842493441/5RCGwjdu_normal.jpg"", ""View"")",
10/25/2016 15:39:20,aamdsif,AA&MDSIF,RT @Celgene: A5: #MDS Alliance announced a new campaign today aimed at providing patients the resources they need #HemChat,790940818999652352,Twitter Web Client,987,875,1,0,No,03/17/2011 21:19:27,"Rockville, Maryland","Aplastic Anemia and MDS Int'l Found is dedicated to supporting patients & families with #aplastic anemia, #MDS, #PNH, and related bone marrow failure diseases",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/710849175697526784/qutwvv16_normal.jpg"", ""View"")",
10/25/2016 15:38:02,Celgene,Celgene Corporation,A5: #MDS Alliance announced a new campaign today aimed at providing patients the resources they need #HemChat,790940488593502208,Sprinklr,11559,1074,1,2,Yes,06/28/2011 11:51:35,"Summit, NJ",Global biopharmaceutical company. Committed to improving the lives of patients worldwide. Review our guidelines: https://t.co/69lIBtrGzp,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/533276431296393216/2XNEOZpc_normal.jpeg"", ""View"")",
10/25/2016 15:36:38,smcclaine2,Susannah McClaine,RT @AbdulSwanger: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/fqaZvi9AK4,790940139883204608,Twitter Web Client,545,356,11,0,No,07/12/2016 01:03:00,,"Manufacturing, operations",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779504744477974528/OmP5Ll3B_normal.jpg"", ""View"")",
10/25/2016 15:31:49,tindo52,cindy anthony,RT @Celgene: A4: #MDS nurses can check out these resources for patients to stay on track https://t.co/9tRQFPEM0x  #HemChat,790938925825228800,Twitter for Android,39,126,2,0,No,10/16/2011 14:22:22,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/652230758048903168/58PhlkgR_normal.jpg"", ""View"")",
10/25/2016 15:31:26,AAMAC1989,AMMAC,RT @Celgene: A4: #MDS nurses can check out these resources for patients to stay on track https://t.co/9tRQFPEM0x  #HemChat,790938830027296768,Twitter Web Client,56,84,2,0,No,10/07/2015 16:32:41,"Richmond Hill, Ontario",Aplastic Anemia & Myelodysplasia Association of Canada (AAMAC) is a non-profit organization that provides support Canadians with bone marrow failure,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/651799054809088001/PMBG8AGo_normal.jpg"", ""View"")",
10/25/2016 15:31:04,JiveLocal,Jive Local,"RT @HeretoHelpMDS: I am what I am, find your local #MDS support group via https://t.co/QQXseFIArN #heretohelpmds #MDSAlliance #WorldAwarene…",790938736582361088,JiveLocal,7240,3152,3,0,No,11/25/2013 12:11:32,UK,"Local markets, events, shops; local buy, sell, swap or give-away, at #JiveMap, we love everything local! Download free app: https://t.co/NDJReqrUdA",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/727818011609059328/VFuU07gH_normal.jpg"", ""View"")",
10/25/2016 15:30:31,Celgene,Celgene Corporation,A4: #MDS nurses can check out these resources for patients to stay on track https://t.co/9tRQFPEM0x  #HemChat,790938598786928640,Sprinklr,11559,1074,2,2,Yes,06/28/2011 11:51:35,"Summit, NJ",Global biopharmaceutical company. Committed to improving the lives of patients worldwide. Review our guidelines: https://t.co/69lIBtrGzp,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/533276431296393216/2XNEOZpc_normal.jpeg"", ""View"")",
10/25/2016 15:30:01,ClinicalBriefs,Holden Caulfield PhD,Study funded in part by @AAMAC1989 suggest potential for Vidaza in children with #MDS. https://t.co/ppW26Pvdzu World MDS Awareness Day,790938474811650048,TweetDeck,75,480,0,0,No,10/07/2015 03:35:00,,"Editor @ClinicalBriefs: Medical insights, simplified™  (link👇)  Follow for news on healthcare research and policy. Opinions are my own.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779016881428688897/TFyQGGxg_normal.jpg"", ""View"")",
10/25/2016 15:26:33,gemlhurley,Gemma Hurley,RT @HeretoHelpMDS: UK #MDS flash mob #heretohelpmds #WorldAwarenessDay @MDS_UK @PHASEII_Int https://t.co/S10QKzsVVd,790937601742102528,Twitter for iPhone,79,310,5,0,No,08/08/2011 21:05:26,"London, UK",,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1485383612/image_normal.jpg"", ""View"")",
10/25/2016 15:25:41,gemlhurley,Gemma Hurley,RT @HeretoHelpMDS: I am strong #heretohelpmds #MDS #flashmob #london #blood #WorldAwarenessDay https://t.co/ozu6JjWGs2,790937381415288832,Twitter for iPhone,79,310,6,0,No,08/08/2011 21:05:26,"London, UK",,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1485383612/image_normal.jpg"", ""View"")",
10/25/2016 15:25:36,gemlhurley,Gemma Hurley,"RT @HeretoHelpMDS: I am what I am, find your local #MDS support group via https://t.co/QQXseFIArN #heretohelpmds #MDSAlliance #WorldAwarene…",790937362452938753,Twitter for iPhone,79,310,3,0,No,08/08/2011 21:05:26,"London, UK",,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1485383612/image_normal.jpg"", ""View"")",
10/25/2016 15:24:17,HeresToYouMrsR,Sandra,RT @HeretoHelpMDS: I am strong #heretohelpmds #MDS #flashmob #london #blood #WorldAwarenessDay https://t.co/ozu6JjWGs2,790937030721175552,Twitter Web Client,35,81,6,0,No,04/13/2010 19:46:36,Toronto,"mother of three chickens and a dog , hockey lover, scooter rider, motorcycle rider/lover, secretary and so full of love and  much more",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1247309213/157015_10150340610135725_897065724_16517475_8017185_n_normal.jpg"", ""View"")",
10/25/2016 15:22:56,Celgene,Celgene Corporation,A3: MDS #nurses can find more on supportive care measures for patients with #MDS here: https://t.co/FNozhfMZS2 #HemChat,790936689602682881,Sprinklr,11559,1074,0,2,Yes,06/28/2011 11:51:35,"Summit, NJ",Global biopharmaceutical company. Committed to improving the lives of patients worldwide. Review our guidelines: https://t.co/69lIBtrGzp,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/533276431296393216/2XNEOZpc_normal.jpeg"", ""View"")",
10/25/2016 15:22:19,tindo52,cindy anthony,RT @Celgene: Q2: Knowing what to look for can save lives. What symptoms should others watch for w/ #MDS? #MDSWorldAwarenessDay #HemChat,790936535558389760,Twitter for Android,39,126,2,0,No,10/16/2011 14:22:22,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/652230758048903168/58PhlkgR_normal.jpg"", ""View"")",
10/25/2016 15:21:21,edendunn6,Eden Dunn,RT @77Hilbert: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/GU8Pzyuc0V,790936289788977152,Twitter Web Client,559,351,5,0,No,07/12/2016 13:28:49,,Technology,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779506949016657921/H61lgcIf_normal.jpg"", ""View"")",
10/25/2016 17:16:49,kulsoomzakir,Engr. Kulsoom Z,RT @PledgeSports: He will compete in the toughest footrace on Earth- #MDS : 257km in Sahara Desert. Read about the race and the man: https:…,790965349869056000,Twitter for Android,35,170,2,0,No,11/12/2011 10:57:41,"Abu Dhabi, UAE",You are Infinite... or so they say ;),No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/752870251289800704/5A6mly50_normal.jpg"", ""View"")",
10/25/2016 17:15:58,ExcaliburKZ,ExcaliburKZ,RT @PledgeSports: He will compete in the toughest footrace on Earth- #MDS : 257km in Sahara Desert. Read about the race and the man: https:…,790965135477186561,Twitter for Android,292,324,2,0,No,09/19/2009 12:29:02,"Abu Dhabi, UAE","Engineer on weekdays. Goddess Divine on weekends. The younger half of The Zister Act. 
https://t.co/Pr4477Lskg",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/752870333129035776/9OtHrezg_normal.jpg"", ""View"")",
10/25/2016 17:11:00,sone4ka_rogova,Софья,RT @77Hilbert: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/GU8Pzyuc0V,790963884748263425,Twitter Web Client,517,319,6,0,No,01/12/2016 09:03:48,USA,Relations,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779481766188855296/Qu8IPRMi_normal.jpg"", ""View"")",
10/25/2016 17:04:37,CornellLeukemia,Cornell Leukemia,RT @nyphospital: Dr. Gail Roboz #NYPs renowned expert in research &amp; treatment of #MDS explains the condition #MDSworldawarenessday https://…,790962277822369793,Twitter for iPhone,337,85,2,0,No,05/24/2011 16:26:57,"New York, NY","The Leukemia and Bone Marrow Failure Program at Weill Cornell Medicine offers a comprehensive approach to acute and chronic leukemias, MPDs and MDS.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/654758126244106241/WggEwsih_normal.jpg"", ""View"")",
10/25/2016 17:23:19,JayneMSnell,Jayne Snell,RT @HeretoHelpMDS: I am strong #heretohelpmds #MDS #flashmob #london #blood #WorldAwarenessDay https://t.co/ozu6JjWGs2,790966985479839744,Twitter for iPhone,1311,2307,7,0,No,05/21/2012 14:35:57,Yorkshire,"Co-Founder RWS https://t.co/qHeqxz2mk9 improving resilience wellbeing and success, primary schools|Inspirational Speaker & Coach|Stemcell transplant survivor.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/378800000760773373/8de32c795f253c265e04e6c44cb406f1_normal.jpeg"", ""View"")",
10/25/2016 17:16:49,kulsoomzakir,Engr. Kulsoom Z,RT @PledgeSports: He will compete in the toughest footrace on Earth- #MDS : 257km in Sahara Desert. Read about the race and the man: https:…,790965349869056000,Twitter for Android,35,170,2,0,No,11/12/2011 10:57:41,"Abu Dhabi, UAE",You are Infinite... or so they say ;),No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/752870251289800704/5A6mly50_normal.jpg"", ""View"")",
10/25/2016 17:15:58,ExcaliburKZ,ExcaliburKZ,RT @PledgeSports: He will compete in the toughest footrace on Earth- #MDS : 257km in Sahara Desert. Read about the race and the man: https:…,790965135477186561,Twitter for Android,292,324,2,0,No,09/19/2009 12:29:02,"Abu Dhabi, UAE","Engineer on weekdays. Goddess Divine on weekends. The younger half of The Zister Act. 
https://t.co/Pr4477Lskg",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/752870333129035776/9OtHrezg_normal.jpg"", ""View"")",
10/25/2016 17:11:00,sone4ka_rogova,Софья,RT @77Hilbert: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/GU8Pzyuc0V,790963884748263425,Twitter Web Client,517,319,6,0,No,01/12/2016 09:03:48,USA,Relations,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779481766188855296/Qu8IPRMi_normal.jpg"", ""View"")",
10/25/2016 17:34:56,Melodie79,Melodie Crabtree,RT @LocklearTonia: Strong Growth Ahead for Contract Manufacturing #mds #pharma #services https://t.co/MTiq3QbdXi,790969910130245632,Twitter Web Client,561,364,10,0,No,07/12/2016 08:30:55,,Service,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779492034138832896/x5QsBHot_normal.jpg"", ""View"")",
10/25/2016 17:30:43,JayneMSnell,Jayne Snell,RT @HeretoHelpMDS: UK #MDS flash mob #heretohelpmds #WorldAwarenessDay @MDS_UK @PHASEII_Int https://t.co/S10QKzsVVd,790968846769422337,Twitter for iPhone,1311,2309,6,0,No,05/21/2012 14:35:57,Yorkshire,"Co-Founder RWS https://t.co/qHeqxz2mk9 improving resilience wellbeing and success, primary schools|Inspirational Speaker & Coach|Stemcell transplant survivor.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/378800000760773373/8de32c795f253c265e04e6c44cb406f1_normal.jpeg"", ""View"")",
10/25/2016 17:23:19,JayneMSnell,Jayne Snell,RT @HeretoHelpMDS: I am strong #heretohelpmds #MDS #flashmob #london #blood #WorldAwarenessDay https://t.co/ozu6JjWGs2,790966985479839744,Twitter for iPhone,1311,2309,7,0,No,05/21/2012 14:35:57,Yorkshire,"Co-Founder RWS https://t.co/qHeqxz2mk9 improving resilience wellbeing and success, primary schools|Inspirational Speaker & Coach|Stemcell transplant survivor.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/378800000760773373/8de32c795f253c265e04e6c44cb406f1_normal.jpeg"", ""View"")",
